Epoch,Train Accuracy,Validation Accuracy,Train Loss,Validation Loss
1,0.08705357142857142,0.10714285714285714,3.0566356,3.104567289352417
2,0.296875,0.17857142857142858,2.886561,2.96751298223223
3,0.4375,0.26785714285714285,2.9327688,2.9074396235602245
4,0.5167410714285714,0.25,2.8830812,2.9388840198516846
5,0.5580357142857143,0.35714285714285715,2.879619,2.8090672152382985
6,0.6194196428571429,0.38392857142857145,2.7730029,2.8079806566238403
7,0.6640625,0.40625,2.7975793,2.793519513947623
8,0.6919642857142857,0.44642857142857145,2.69989,2.7242951904024397
9,0.6852678571428571,0.32142857142857145,2.8356748,2.8717403071267262
10,0.7366071428571429,0.41517857142857145,2.7729895,2.750379596437727
11,0.7142857142857143,0.4017857142857143,2.861602,2.77006311076028
12,0.7433035714285714,0.38839285714285715,2.8609889,2.805867535727365
13,0.7600446428571429,0.35267857142857145,2.851102,2.8086742162704468
14,0.78125,0.40625,2.7910585,2.7559109926223755
15,0.8203125,0.46875,2.764932,2.7299606118883406
16,0.7979910714285714,0.49107142857142855,2.6878593,2.699046560696193
17,0.8002232142857143,0.38392857142857145,2.8119798,2.793161596570696
18,0.8258928571428571,0.3392857142857143,2.858963,2.8471548557281494
19,0.8448660714285714,0.47767857142857145,2.738082,2.7276728323527744
20,0.8426339285714286,0.42857142857142855,2.7104392,2.726092508860997
21,0.8560267857142857,0.4732142857142857,2.65092,2.6935006209782193
22,0.8448660714285714,0.44642857142857145,2.7842999,2.7298511607306346
23,0.8638392857142857,0.4732142857142857,2.775548,2.731244819504874
24,0.8727678571428571,0.4419642857142857,2.71785,2.728219985961914
25,0.8783482142857143,0.47767857142857145,2.7015321,2.760359525680542
26,0.8604910714285714,0.45535714285714285,2.7225401,2.7357209580285207
27,0.8515625,0.45982142857142855,2.746719,2.729956269264221
28,0.8816964285714286,0.45982142857142855,2.637976,2.6989547525133406
29,0.8950892857142857,0.39732142857142855,2.736608,2.7924823420388356
30,0.8705357142857143,0.5,2.7640402,2.7554326398032054
31,0.8917410714285714,0.4955357142857143,2.6914275,2.7312746729169572
32,0.8872767857142857,0.38392857142857145,2.805664,2.7839281388691495
33,0.8973214285714286,0.39732142857142855,2.8683207,2.762449860572815
34,0.9095982142857143,0.4017857142857143,2.6894543,2.7908088820321217
35,0.9051339285714286,0.45535714285714285,2.7248402,2.705687556947981
36,0.9196428571428571,0.45982142857142855,2.7492385,2.679373928478786
37,0.921875,0.48660714285714285,2.651604,2.733675582068307
38,0.9084821428571429,0.48660714285714285,2.6452737,2.7141054357801164
39,0.9241071428571429,0.45089285714285715,2.7484121,2.7202022756849016
40,0.9285714285714286,0.53125,2.6927133,2.6539934362683977
41,0.9107142857142857,0.42857142857142855,2.84127,2.754901341029576
