Epoch,Train Accuracy,Validation Accuracy,Train Loss,Validation Loss
1,0.07142857142857142,0.07589285714285714,3.072039,3.1467422417231967
2,0.18080357142857142,0.12946428571428573,3.031993,3.045338920184544
3,0.3671875,0.23214285714285715,2.918991,2.9692615270614624
4,0.44642857142857145,0.33035714285714285,2.856986,2.8502301488603865
5,0.5368303571428571,0.29910714285714285,2.8885062,2.8780995437077115
6,0.6160714285714286,0.3080357142857143,2.8628552,2.8044818810054233
7,0.6428571428571429,0.24107142857142858,2.8662665,2.811371241297041
8,0.6741071428571429,0.29910714285714285,2.8668144,2.882255860737392
9,0.7176339285714286,0.375,2.7639165,2.7624072517667497
10,0.7142857142857143,0.3705357142857143,2.7657692,2.801484993525914
11,0.7578125,0.45982142857142855,2.6994317,2.7100727217538014
12,0.7611607142857143,0.5133928571428571,2.663153,2.661754012107849
13,0.7857142857142857,0.22767857142857142,2.9577932,2.9306818587439403
14,0.7767857142857143,0.42857142857142855,2.6444454,2.6852700199399675
15,0.7823660714285714,0.48660714285714285,2.7667966,2.74493408203125
16,0.8125,0.5625,2.5469148,2.610165902546474
17,0.8303571428571429,0.5848214285714286,2.6043313,2.6453990765980313
18,0.8236607142857143,0.41517857142857145,2.792577,2.823498249053955
19,0.8515625,0.49107142857142855,2.6778142,2.6975821937833513
20,0.84375,0.32589285714285715,2.8492837,2.861967853137425
21,0.8337053571428571,0.49107142857142855,2.704835,2.752406222479684
22,0.8537946428571429,0.5491071428571429,2.6323695,2.610847524234227
23,0.8604910714285714,0.5758928571428571,2.5681307,2.582245554242815
24,0.8839285714285714,0.47767857142857145,2.661547,2.6527459621429443
25,0.8872767857142857,0.42857142857142855,2.7417927,2.8066478967666626
26,0.8828125,0.4955357142857143,2.671496,2.719797764505659
27,0.8738839285714286,0.5669642857142857,2.6018806,2.609146101134164
28,0.8850446428571429,0.45089285714285715,2.6702442,2.7511571986334666
29,0.8917410714285714,0.6160714285714286,2.6503878,2.569004910332816
30,0.8939732142857143,0.5401785714285714,2.63779,2.6259563650403703
31,0.8850446428571429,0.5089285714285714,2.5874002,2.6351790257862637
32,0.8895089285714286,0.5491071428571429,2.5809994,2.6624401807785034
33,0.8973214285714286,0.5401785714285714,2.576733,2.6424043348857333
34,0.9107142857142857,0.5803571428571429,2.5607064,2.577855263437544
35,0.9241071428571429,0.4732142857142857,2.6977642,2.721523642539978
36,0.921875,0.5446428571428571,2.6240077,2.6441647665841237
37,0.9040178571428571,0.45089285714285715,2.7822845,2.780773094722203
38,0.9252232142857143,0.5491071428571429,2.5980916,2.5900765487125943
39,0.9051339285714286,0.6383928571428571,2.5465534,2.582048092569624
40,0.9029017857142857,0.5892857142857143,2.6048503,2.630149040903364
41,0.9073660714285714,0.5803571428571429,2.571122,2.6446837186813354
42,0.9274553571428571,0.5401785714285714,2.6106503,2.6692923477717807
43,0.9207589285714286,0.5,2.6927583,2.7154901197978427
44,0.9162946428571429,0.48214285714285715,2.7345257,2.7174233879361833
45,0.9386160714285714,0.6339285714285714,2.6277814,2.5756966727120534
46,0.9352678571428571,0.44642857142857145,2.7334595,2.7318160704204013
47,0.9207589285714286,0.5982142857142857,2.5381248,2.5852640526635304
48,0.9363839285714286,0.45089285714285715,2.7990072,2.712310688836234
49,0.9341517857142857,0.6026785714285714,2.5257878,2.589677793639047
50,0.9475446428571429,0.53125,2.6571739,2.6967229332242693
51,0.9419642857142857,0.6071428571428571,2.5824273,2.5696533748081754
52,0.9352678571428571,0.6026785714285714,2.541496,2.5692213433129445
53,0.9542410714285714,0.625,2.5064416,2.557646785463606
54,0.9341517857142857,0.6383928571428571,2.4747405,2.539919819150652
55,0.9408482142857143,0.40625,2.742829,2.7485554899488176
56,0.9508928571428571,0.6116071428571429,2.5501168,2.587976336479187
